year,region,welfare_function,rho,eta,inequality_aversion,sufficiency_threshold,egality_strictness,physical_damage_per_capita,discount_factor,plotted_value,plotted_value_description,welfare_loss_damage_scalar,model_native_welfare_loss_note
2274,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.409829720851727,1.0,12.409829720851727,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2275,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.403475320702237,1.0,12.403475320702237,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2276,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.4068476315348,1.0,12.4068476315348,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2277,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.421376474198897,1.0,12.421376474198897,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2278,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.441455697923432,1.0,12.441455697923432,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2279,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.457552122109165,1.0,12.457552122109165,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2280,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.466022219173439,1.0,12.466022219173439,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2281,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.467663931522182,1.0,12.467663931522182,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2282,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.460809083576569,1.0,12.460809083576569,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2283,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.449818716620404,1.0,12.449818716620404,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2284,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.441785141591872,1.0,12.441785141591872,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2285,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.437658167540619,1.0,12.437658167540619,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2286,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.439451844859503,1.0,12.439451844859503,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2287,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.452462547665174,1.0,12.452462547665174,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2288,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.476187193267913,1.0,12.476187193267913,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2289,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.500141072760348,1.0,12.500141072760348,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2290,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.515703505524565,1.0,12.515703505524565,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2291,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.515355393439119,1.0,12.515355393439119,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2292,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.50540792294645,1.0,12.50540792294645,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2293,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.495434920589027,1.0,12.495434920589027,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2294,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.483269506260312,1.0,12.483269506260312,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2295,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.4719253415195,1.0,12.4719253415195,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2296,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.466751716289602,1.0,12.466751716289602,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2297,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.473979572522959,1.0,12.473979572522959,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2298,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.491838663211821,1.0,12.491838663211821,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2299,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.514478180689492,1.0,12.514478180689492,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2300,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,12.533330067444956,1.0,12.533330067444956,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2015,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.0,1.0,0.0,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2016,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.0,0.9852216748768474,0.0,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2017,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.0,0.9706617486471405,0.0,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2018,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.0086836715802105e-06,0.9563169937410252,9.646213364412465e-07,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2019,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.006268612545165623,0.9421842302867243,0.005906187885832577,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2020,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.012405244089514666,0.9282603254056397,0.011515295915269274,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2021,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.018868412157474295,0.9145421925178719,0.017255959023827414,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2022,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.02565564309658419,0.9010267906580018,0.023116421761582375,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2023,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.03330666139277572,0.887711123800987,0.029566693815039884,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2024,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.041404034540144796,0.874592240198017,0.03621164732170131,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2025,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.04958607945384667,0.8616672317221843,0.042726699814952335,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2026,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.05752370916938063,0.848933233223827,0.0488337884121894,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2027,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.06476157813094173,0.836387421895396,0.05416576937081562,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2028,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.07129162766482976,0.8240270166457105,0.05874622725646647,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2029,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.07743831863565147,0.8118492774834588,0.06286824303388751,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2030,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.08368632585238356,0.7998515049098116,0.06693663367340186,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2031,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.09066875449005968,0.7880310393200115,0.07144979283465269,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2032,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.09784622387312601,0.7763852604138046,0.07596636600224436,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2033,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.1053119429787746,0.7649115866145859,0.08055432539335927,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2034,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.11347407501333567,0.7536074744971291,0.08551491109169768,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2035,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.12270409353320826,0.7424704182237725,0.09110415964337003,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2036,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.13324591658343604,0.7314979489889384,0.09746911469193463,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2037,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.1442690737793394,0.7206876344718607,0.10397293750947845,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2038,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.15519795623070812,0.7100370782973997,0.11019630339977972,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2039,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.16577521818098395,0.6995439195048273,0.11596704588309342,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2040,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.17593798307362468,0.6892058320244606,0.12125748400896297,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2041,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.1866577108571066,0.6790205241620302,0.12674441666507721,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2042,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.1969360396704985,0.6689857380906702,0.13174740185562195,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2043,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.20717918450134742,0.6590992493504141,0.13655164498586903,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2044,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.2179729208047638,0.6493588663550878,0.14154264874988876,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2045,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.22970180448124222,0.6397624299064905,0.1469545845888251,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2046,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.24294059057309964,0.6303078127157542,0.153127352264004,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2047,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.25773592270287293,0.6209929189317777,0.16005218295283208,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2048,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.2738784970226791,0.6118156836766282,0.16756315990025777,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2049,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.29073510708768885,0.6027740725878111,0.1752475845434996,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2050,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.3076420941212735,0.5938660813673017,0.1826982048994313,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2051,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.32390998614556565,0.5850897353372431,0.18951640806699907,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2052,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.33883006621705275,0.57644308900221,0.19531625001698125,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2053,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.35338830214505107,0.5679242256179409,0.20069777783816703,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2054,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.3682678639784396,0.5595312567664443,0.20605738075855026,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2055,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.383585184252034,0.5512623219373836,0.21145605933155534,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2056,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.40044368507280576,0.543115588115649,0.21748720752551462,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2057,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.4189438787069762,0.5350892493750237,0.22417236558757686,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2058,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.4391814823570611,0.5271815264778559,0.231528364269803,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2059,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.45990588483038986,0.5193906664806461,0.23887082404042748,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2060,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.480386927560229,0.5117149423454643,0.24582116893999734,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2061,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.5018965438945194,0.5041526525571077,0.25303247391366684,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2062,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.5229742794631149,0.49670212074591896,0.2597624337048981,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2063,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.5432650749925223,0.4893616953161764,0.2658531181044104,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2064,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.5635454768291452,0.4821297490799768,0.27170203933879167,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2065,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.5845160311012194,0.47500467889652886,0.2776478496631082,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2066,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.6072951212877237,0.4679849053167772,0.2842049498351761,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2067,rjan57 / Pacific Islands,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.631298675497423,0.46106887223327814,0.29107216835395905,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
